ExampleID	Class	Start	End	Entity
T2191	Protein	225052	225100	granulocyte-macrophage colony-stimulating factor
T2192	Protein	225154	225157	CD4
T2193	Protein	225170	225175	IL-10
T2194	Protein	225209	225214	IL-10
T2195	Protein	225225	225230	STAT3
T2196	Protein	225256	225263	IL-10R1
T2197	Protein	225298	225303	IL-10
T2198	Protein	225482	225487	IL-10
T2199	Protein	225497	225502	STAT3
T2200	Protein	225515	225520	STAT3
T2201	Protein	225620	225623	CD4
T2202	Protein	225651	225656	STAT3
T2203	Protein	225740	225744	IL-6
T2204	Protein	225746	225751	IL-11
T2205	Protein	225753	225761	leukemia
T2206	Protein	225785	225797	oncostatin M
T2207	Protein	225834	225839	IL-10
T2208	Protein	225865	225869	IL-6
T2209	Protein	226063	226067	IL-6
T2210	Protein	226082	226087	STAT3
T2211	Protein	226178	226183	IL-10
T2212	Protein	226209	226212	CD4
T2213	Protein	226256	226260	IL-6
T2214	Protein	226308	226313	STAT3
T2215	Protein	226347	226352	IL-10
T2216	Protein	226376	226379	CD4
T2217	Protein	226467	226471	IL-6
T2218	Protein	226507	226512	STAT3
T2219	Protein	226557	226560	CD4
T2220	Protein	226583	226588	IL-10
T2221	Protein	226648	226653	IL-10
T2222	Protein	226666	226669	CD4
T2223	Protein	226736	226741	IL-10
T2224	Protein	226750	226753	CD4
T2225	Protein	226818	226823	IL-10
T2226	Protein	226832	226837	STAT3
T2227	Protein	226900	226903	CD4
T2228	Protein	226916	226921	IL-10
T2229	Protein	226990	226994	IL-6
T2230	Protein	227208	227213	IL-10
T2231	Protein	227223	227232	IFN-gamma
T2232	Protein	227247	227250	CD4
T2233	Protein	227293	227301	IL-1beta
T2234	Protein	227306	227315	TNF-alpha
T2235	Protein	227351	227355	IL-6
T2236	Protein	227387	227396	IFN-gamma
T2237	Protein	227401	227406	IL-10
T2238	Protein	227419	227422	CD4
T2239	Protein	227588	227593	IL-10
T2240	Protein	227621	227626	STAT3
T2241	Protein	227642	227651	IFN-gamma
T2242	Protein	227663	227668	SOCS1
T2243	Protein	227759	227764	IL-10
T2244	Protein	227933	227936	CD4
T2245	Protein	227950	227953	CD4
T2246	Protein	228178	228181	CD3
T2247	Protein	228263	228267	CD28
T2248	Protein	228347	228352	IL-10
T2249	Protein	228605	228609	IL-6
T2250	Protein	228638	228643	IL-10
T2251	Protein	228645	228648	CD4
T2252	Protein	228765	228769	IL-6
T2253	Protein	228853	228856	CD3
T2254	Protein	228870	228874	CD28
T2255	Protein	228917	228922	IL-10
T2256	Protein	228963	228972	IFN-gamma
T2257	Protein	229007	229023	interferon-gamma
T2258	Protein	229043	229059	Interferon-gamma
T2259	Protein	229062	229071	IFN-gamma
T2260	Protein	229240	229249	IFN-gamma
T2261	Protein	229342	229351	IFN-gamma
T2262	Protein	229671	229680	IFN-gamma
T2263	Protein	229748	229752	CD43
T2264	Protein	230009	230013	CD43
T2265	Protein	230014	230025	leukosialin
T2266	Protein	230140	230144	CD43
T2267	Protein	230208	230212	CD43
T2268	Protein	230238	230242	CD43
T2269	Protein	230344	230348	CD43
T2270	Protein	230530	230533	CD3
T2271	Protein	230572	230576	CD29
T2272	Protein	230852	230856	CD43
T2273	Protein	231089	231093	CD43
T2274	Protein	231408	231412	CD43
T2275	Protein	232345	232348	CD3
T2276	Protein	232507	232511	CD40
T2277	Protein	233204	233207	p50
T2278	Protein	233209	233212	p65
T2279	Protein	233218	233223	c-Rel
T2280	Protein	233445	233447	GP
T2281	Protein	233467	233473	TSST-1
T2282	Protein	233521	233527	IL-1RA
T2283	Protein	233563	233567	GP +
T2284	Protein	233576	233578	GP
T2285	Protein	233581	233587	TSST-1
T2286	Protein	233611	233617	TSST-1
T2287	Protein	233619	233621	GP
T2288	Protein	233623	233625	GP
T2289	Protein	233642	233648	TSST-1
T2290	Protein	233833	233856	glucocorticoid receptor
T2291	Protein	234008	234031	glucocorticoid receptor
T2292	Protein	234033	234035	GR
T2293	Protein	234178	234180	GR
T2294	Protein	234504	234506	GR
T2295	Protein	234589	234591	GR
T2296	Protein	234784	234786	GR
T2297	Protein	234865	234867	GR
T2298	Protein	234975	234977	GR
T2299	Protein	235098	235100	GR
T2300	Protein	235172	235174	GR
T2301	Protein	235779	235785	tissue
T2302	Protein	235846	235848	GR
T2303	Protein	235913	235925	alpha-globin
T2304	Protein	236070	236076	zeta 2
T2305	Protein	236609	236615	GATA-1
T2306	Protein	236644	236648	zeta
T2307	Protein	236730	236736	alpha-
T2308	Protein	236902	236906	zeta
T2309	Protein	237112	237118	GATA-1
T2310	Protein	237555	237560	alpha
T2311	Protein	237704	237710	NFIL-6
T2312	Protein	237730	237736	IL-1RA
T2313	Protein	237799	237805	lane 2
T2314	Protein	237807	237809	GP
T2315	Protein	237811	237817	lane 3
T2316	Protein	237819	237821	GP
T2317	Protein	237866	237868	GP
T2318	Protein	237885	237887	GP
T2319	Protein	237903	237905	GP
T2320	Protein	237921	237923	GP
T2321	Protein	237943	237944	3
T2322	Protein	238199	238205	NFIL-6
T2323	Protein	238228	238234	IL-1RA
T2324	Protein	238283	238288	GAPDH
T2325	Protein	238386	238392	NFIL-6
T2326	Protein	238433	238439	IL-1RA
T2327	Protein	239073	239077	CD34
T2328	Protein	239198	239203	Egr-1
T2329	Protein	239325	239330	c-Myc
T2330	Protein	239335	239337	E1
T2331	Protein	239670	239686	coproteins c-Myc
T2332	Protein	239691	239694	E1A
T2333	Protein	239886	239890	IL-2
T2334	Protein	240041	240044	E1A
T2335	Protein	240367	240368	p
T2336	Protein	240371	240373	53
T2337	Protein	240470	240475	c-Myc
T2338	Protein	240480	240482	E1
T2339	Protein	240607	240612	c-Myc
T2340	Protein	240617	240620	E1A
T2341	Protein	241358	241364	TSST-1
T2342	Protein	241371	241377	TSST-1
T2343	Protein	241476	241477	5
T2344	Protein	241483	241484	6
T2345	Protein	241643	241649	TSST-1
T2346	Protein	241656	241667	TSST-1 calc
T2347	Protein	242041	242047	TSST-1
T2348	Protein	242091	242097	TSST-1
T2349	Protein	242121	242123	IL
T2350	Protein	242318	242324	IL-1RA
T2351	Protein	242604	242612	IL-1beta
T2352	Protein	242613	242619	IL-1RA
T2353	Protein	242696	242702	signal
T2354	Protein	243556	243574	interleukin (IL) 4
T2355	Protein	243667	243671	IL-4
T2356	Protein	243676	243681	IL-10
T2357	Protein	243700	243705	IL-12
T2358	Protein	243773	243778	IL-12
T2359	Protein	243839	243844	Stat1
T2360	Protein	243854	243859	Stat3
T2361	Protein	243892	243897	Stat1
T2362	Protein	244007	244016	IFN-gamma
T2363	Protein	244036	244041	Stat3
T2364	Protein	244051	244056	Stat1
T2365	Protein	244154	244159	Stat1
T2366	Protein	244424	244442	vitamin D receptor
T2367	Protein	244444	244447	VDR
T2368	Protein	244622	244625	VDR
T2369	Protein	244820	244825	VDR 3
T2370	Protein	245239	245257	vitamin D receptor
T2371	Protein	245285	245288	VDR
T2372	Protein	245358	245369	beta-globin
T2373	Protein	245466	245471	VDR 3
T2374	Protein	245525	245539	interleukin-17
T2375	Protein	245557	245575	phosphoinositide 3
T2376	Protein	245583	245586	Akt
T2377	Protein	245784	245803	Interleukin (IL)-17
T2378	Protein	246015	246020	IL-17
T2379	Protein	246111	246116	IL-15
T2380	Protein	246121	246126	IL-23
T2381	Protein	246159	246164	IL-17
T2382	Protein	246228	246233	IL-17
T2383	Protein	246315	246333	phosphoinositide 3
T2384	Protein	246348	246351	Akt
T2385	Protein	246381	246386	IL-17
T2386	Protein	246545	246548	CD3
T2387	Protein	246555	246559	CD28
T2388	Protein	246561	246579	phytohemagglutinin
T2389	Protein	246637	246642	IL-17
T2390	Protein	246783	246788	IL-17
T2391	Protein	246844	246847	CD3
T2392	Protein	246878	246882	CD28
T2393	Protein	246887	246890	PHA
T2394	Protein	246942	246947	IL-15
T2395	Protein	246949	246983	monocyte chemoattractant protein-1
T2396	Protein	246988	246992	IL-6
T2397	Protein	247005	247010	IL-17
T2398	Protein	247042	247069	tumor necrosis factor-alpha
T2399	Protein	247071	247079	IL-1beta
T2400	Protein	247081	247086	IL-18
T2401	Protein	247090	247121	transforming growth factor-beta
T2402	Protein	247131	247136	IL-17
T2403	Protein	247272	247275	CD3
T2404	Protein	247304	247307	Akt
T2405	Protein	247441	247446	IL-17
T2406	Protein	247595	247598	Akt
T2407	Protein	247735	247736	2
T2408	Protein	247752	247757	IL-17
T2409	Protein	247844	247847	Akt
T2410	Protein	247930	247935	IL-17
T2411	Protein	248025	248028	CD4
T2412	Protein	248850	248860	beta-actin
T2413	Protein	248938	248943	SOCS1
T2414	Protein	249025	249030	SOCS3
T2415	Protein	249178	249183	SOCS1
T2416	Protein	249188	249193	SOCS3
T2417	Protein	249248	249258	beta-actin
T2418	Protein	249324	249334	beta-actin
T2419	Protein	249404	249408	SOCS
T2420	Protein	249479	249484	SOCS3
T2421	Protein	249628	249641	interleukin 1
T2422	Protein	249733	249750	interleukin 1beta
T2423	Protein	249908	249925	interleukin 1beta
T2424	Protein	249946	249963	interleukin 1beta
T2425	Protein	250011	250038	tumor necrosis factor alpha
T2426	Protein	250518	250535	interleukin 1beta
T2427	Protein	251183	251188	delta
T2428	Protein	251887	251894	delta T
T2429	Protein	252003	252008	delta
T2430	Protein	252083	252102	interleukin (IL)-10
T2431	Protein	252104	252109	IL-12
T2432	Protein	252336	252341	delta
T2433	Protein	252487	252492	delta
T2434	Protein	252597	252602	delta
T2435	Protein	252634	252639	IL-10
T2436	Protein	252689	252694	IL-12
T2437	Protein	252833	252842	Prolactin
T2438	Protein	252909	252914	STAT5
T2439	Protein	252975	252978	PRL
T2440	Protein	252983	252996	interleukin-2
T2441	Protein	252998	253002	IL-2
T2442	Protein	253178	253181	PRL
T2443	Protein	253186	253190	IL-2
T2444	Protein	253244	253250	signal
T2445	Protein	253334	253337	PRL
T2446	Protein	253342	253346	IL-2
T2447	Protein	253497	253501	IL-2
T2448	Protein	253507	253510	PRL
T2449	Protein	253635	253651	interferon-gamma
T2450	Protein	253653	253656	PRL
T2451	Protein	253662	253666	IL-6
T2452	Protein	253774	253777	PRL
T2453	Protein	253783	253787	IL-2
T2454	Protein	253868	253873	Stat5
T2455	Protein	253915	253919	IL-2
T2456	Protein	253924	253927	PRL
T2457	Protein	254003	254008	Stat1
T2458	Protein	254062	254065	PRL
T2459	Protein	254160	254165	Stat5
T2460	Protein	254170	254175	Stat1
T2461	Protein	254279	254282	Akt
T2462	Protein	254299	254302	Akt
T2463	Protein	254307	254320	IkappaB-alpha
T2464	Protein	254352	254355	CD3
T2465	Protein	255045	255048	Akt
T2466	Protein	255065	255068	Akt
T2467	Protein	255073	255086	IkappaB-alpha
T2468	Protein	255585	255608	glucocorticoid receptor
T2469	Protein	255719	255742	glucocorticoid receptor
T2470	Protein	255744	255746	GR
T2471	Protein	256396	256398	GR
T2472	Protein	256615	256618	B95
T2473	Protein	257344	257367	glucocorticoid receptor
T2474	Protein	257369	257371	GR
T2475	Protein	257394	257396	GR
T2476	Protein	257688	257690	GR
T2477	Protein	257703	257708	c-jun
T2478	Protein	257751	257756	c-Myc
T2479	Protein	257858	257863	Nur77
T2480	Protein	257868	257870	GR
T2481	Protein	258194	258205	interleukin
T2482	Protein	258209	258213	IL-2
T2483	Protein	258286	258290	IL-2
T2484	Protein	258328	258332	Jak1
T2485	Protein	258337	258341	Jak3
T2486	Protein	258408	258413	Stat3
T2487	Protein	258471	258475	IL-2
T2488	Protein	258621	258625	IL-2
T2489	Protein	258639	258643	IL-2
T2490	Protein	258833	258847	Staphylococcal
T2491	Protein	258870	258892	interleukin 2 receptor
T2492	Protein	258955	258986	Janus protein-tyrosine kinase 3
T2493	Protein	258988	258992	Jak3
T2494	Protein	259068	259095	Staphylococcal enterotoxins
T2495	Protein	259398	259411	interleukin-2
T2496	Protein	259413	259417	IL-2
T2497	Protein	259601	259611	IL-2R beta
T2498	Protein	259616	259627	IL-2R gamma
T2499	Protein	259706	259709	SEA
T2500	Protein	259737	259747	IL-2R beta
T2501	Protein	259929	259933	IL-2
T2502	Protein	259974	260005	Janus protein-tyrosine kinase 3
T2503	Protein	260007	260011	Jak3
T2504	Protein	260075	260080	Stat3
T2505	Protein	260085	260090	Stat5
T2506	Protein	260117	260121	IL-2
T2507	Protein	260221	260231	IL-2R beta
T2508	Protein	260260	260270	IL2R alpha
T2509	Protein	260275	260285	IL2R gamma
T2510	Protein	260359	260363	Jak3
T2511	Protein	260410	260414	IL-2
T2512	Protein	260511	260514	Jak
T2513	Protein	260633	260635	IL
T2514	Protein	260708	260711	CD4
T2515	Protein	262050	262051	p
T2516	Protein	262948	262957	TNF-alpha
T2517	Protein	263133	263141	estrogen
T2518	Protein	263348	263357	TNF-alpha
T2519	Protein	263493	263502	TNF-alpha
T2520	Protein	263572	263574	E2
T2521	Protein	263637	263646	TNF-alpha
T2522	Protein	263775	263784	thymidine
T2523	Protein	263998	264021	estrogen receptor alpha
T2524	Protein	264023	264031	ER-alpha
T2525	Protein	264034	264041	ER-beta
T2526	Protein	264047	264068	progesterone receptor
T2527	Protein	264070	264072	PR
T2528	Protein	264085	264093	ER-alpha
T2529	Protein	264306	264319	ER antagonist
T2530	Protein	264570	264579	TNF-alpha
T2531	Protein	264827	264828	E
T2532	Protein	265085	265087	ER
T2533	Protein	265189	265198	TNF-alpha
T2534	Protein	265621	265630	TNF-alpha
T2535	Protein	265699	265703	CD20
T2536	Protein	265807	265811	CD20
T2537	Protein	265812	265814	B1
T2538	Protein	265958	265962	CD20
T2539	Protein	265972	265975	CAT
T2540	Protein	266339	266343	CD20
T2541	Protein	266383	266387	CD20
T2542	Protein	266514	266518	CD20
T2543	Protein	266528	266531	CAT
T2544	Protein	266852	266856	CD21
T2545	Protein	266982	266987	Oct-1
T2546	Protein	266992	266997	Oct-2
T2547	Protein	267099	267104	Oct-1
T2548	Protein	267109	267114	Oct-2
T2549	Protein	267455	267460	Oct-2
T2550	Protein	267550	267555	Oct-2
T2551	Protein	267597	267601	CD20
T2552	Protein	267671	267675	CD20
T2553	Protein	267725	267730	Oct-2
T2554	Protein	267758	267762	CD20
T2555	Protein	267763	267766	CAT
T2556	Protein	267962	267966	CD20
T2557	Protein	267979	267983	CD21
T2558	Protein	268059	268062	Tax
T2559	Protein	268085	268096	IL-2R alpha
T2560	Protein	268141	268142	c
T2561	Protein	268191	268194	Tax
T2562	Protein	268245	268279	interleukin 2 alpha-chain receptor
T2563	Protein	268370	268373	Tax
T2564	Protein	268583	268586	p50
T2565	Protein	268588	268591	p65
T2566	Protein	268666	268677	IL-2R alpha
T2567	Protein	268726	268734	plus p65
T2568	Protein	268759	268762	Tax
T2569	Protein	268986	268990	Tax1
T2570	Protein	270481	270484	PHA
T2571	Protein	270561	270564	PHA
T2572	Protein	270673	270678	Raf-1
T2573	Protein	270713	270716	Raf
T2574	Protein	271168	271173	Raf-1
T2575	Protein	271390	271394	BLR2
T2576	Protein	271572	271576	BLR1
T2577	Protein	271720	271724	BLR2
T2578	Protein	271942	271946	BLR2
T2579	Protein	272000	272003	CD3
T2580	Protein	272042	272046	BLR2
T2581	Protein	272162	272166	BLR2
T2582	Protein	272423	272427	BLR2
T2583	Protein	273521	273528	vitamin
T2584	Protein	274166	274171	bcl-2
T2585	Protein	274376	274381	bcl-2
T2586	Protein	274408	274411	CD8
T2587	Protein	274502	274506	CD56
T2588	Protein	274800	274805	bcl-2
T2589	Protein	274936	274940	CD56
T2590	Protein	274942	274946	CD16
T2591	Protein	275316	275320	CD16
T2592	Protein	275458	275471	interleukin-2
T2593	Protein	275639	275641	CD
T2594	Protein	275696	275701	bcl-2
T2595	Protein	275852	275856	AML1
T2596	Protein	275862	275866	beta
T2597	Protein	276442	276451	CBF alpha
T2598	Protein	276475	276483	CBF beta
T2599	Protein	276529	276532	CBF
T2600	Protein	276572	276581	CBF alpha
T2601	Protein	276593	276597	AML1
T2602	Protein	276786	276795	CBF alpha
T2603	Protein	276950	276958	CBF beta
T2604	Protein	277044	277056	CBF beta-187
T2605	Protein	277103	277106	CBF
T2606	Protein	277212	277220	CBF beta
T2607	Protein	277245	277254	CBF alpha
T2608	Protein	277277	277285	CBF beta
T2609	Protein	277868	277871	CBF
T2610	Protein	278903	278909	NF-IL6
T2611	Protein	279377	279383	NF-IL6
T2612	Protein	280219	280242	glucocorticoid receptor
T2613	Protein	280319	280342	glucocorticoid receptor
T2614	Protein	280627	280630	p21
T2615	Protein	280636	280640	CIP1
T2616	Protein	280646	280647	p
T2617	Protein	281113	281116	VDR
T2618	Protein	281225	281229	CIP1
T2619	Protein	281334	281337	p21
T2620	Protein	281343	281346	CIP
T2621	Protein	281901	281904	p21
T2622	Protein	281910	281914	CIP1
T2623	Protein	281920	281921	p
T2624	Protein	282008	282011	p21
T2625	Protein	282017	282021	CIP1
T2626	Protein	282027	282028	p
T2627	Protein	282115	282118	p21
T2628	Protein	282124	282128	CIP1
T2629	Protein	282134	282135	p
T2630	Protein	282295	282298	p21
T2631	Protein	282304	282307	CIP
T2632	Protein	282414	282417	p27
T2633	Protein	282569	282572	p27
T2634	Protein	282680	282683	p27
T2635	Protein	282726	282731	CD11b
T2636	Protein	282870	282873	p21
T2637	Protein	282879	282883	CIP1
T2638	Protein	282889	282890	p
T2639	Protein	283357	283362	Ets-1
T2640	Protein	283641	283646	Ets-1
T2641	Protein	283746	283751	Ets-1
T2642	Protein	284022	284027	Ets-1
T2643	Protein	284517	284522	Ets-1
T2644	Protein	284676	284681	Ets-1
T2645	Protein	285185	285203	interleukin-1 beta
T2646	Protein	285208	285221	interleukin-6
T2647	Protein	285979	286002	interleukin (IL)-1 beta
T2648	Protein	286007	286011	IL-6
T2649	Protein	286042	286051	IL-1 beta
T2650	Protein	286056	286060	IL-6
T2651	Protein	286301	286310	activator
T2652	Protein	286496	286505	IL-1 beta
T2653	Protein	286510	286514	IL-6
T2654	Protein	286676	286680	IL-6
T2655	Protein	286767	286776	IL-1 beta
T2656	Protein	287081	287090	IL-1 beta
T2657	Protein	287095	287099	IL-6
T2658	Protein	287298	287307	IL-1 beta
T2659	Protein	287312	287316	IL-6
T2660	Protein	288182	288187	c-Myb
T2661	Protein	288275	288280	c-Myb
T2662	Protein	288482	288487	c-myb
T2663	Protein	288781	288786	c-Myb
T2664	Protein	289031	289061	cyclic adenosine monophosphate
T2665	Protein	289634	289637	Rap
T2666	Protein	290196	290200	Rap1
T2667	Protein	290656	290664	DR alpha
T2668	Protein	291250	291255	c-jun
T2669	Protein	291362	291367	c-jun
T2670	Protein	291422	291430	DR alpha
T2671	Protein	292313	292317	Sox6
T2672	Protein	293176	293182	cyclin
T2673	Protein	293210	293212	Rb
T2674	Protein	293239	293240	E
T2675	Protein	293380	293383	Ags
T2676	Protein	293685	293687	Rb
T2677	Protein	293802	293804	Rb
T2678	Protein	293919	293932	FGF receptors
T2679	Protein	294007	294015	cyclin E
T2680	Protein	294130	294132	Rb
T2681	Protein	294220	294223	HLA
T2682	Protein	294257	294259	Rb
T2683	Protein	294370	294378	cyclin D
T2684	Protein	294493	294495	Rb
T2685	Protein	294576	294581	c-fos
T2686	Protein	294583	294588	c-jun
T2687	Protein	294593	294598	jun B
T2688	Protein	294682	294687	c-fos
T2689	Protein	294689	294694	c-jun
T2690	Protein	294699	294704	jun B
T2691	Protein	294736	294754	phytohemagglutinin
T2692	Protein	294853	294858	c-fos
T2693	Protein	294863	294868	c-jun
T2694	Protein	294965	294970	c-fos
T2695	Protein	294975	294980	jun B
T2696	Protein	295040	295045	c-jun
T2697	Protein	295073	295076	PHA
T2698	Protein	295136	295141	c-fos
T2699	Protein	295145	295150	jun B
T2700	Protein	295177	295182	c-jun
T2701	Protein	295341	295344	PHA
T2702	Protein	295507	295512	c-jun
T2703	Protein	295517	295522	jun B
T2704	Protein	295699	295702	CD2
T2705	Protein	295763	295767	IL-2
T2706	Protein	295819	295822	PHA
T2707	Protein	295898	295903	c-jun
T2708	Protein	295940	295945	c-fos
T2709	Protein	295949	295954	c-jun
T2710	Protein	296466	296471	OCA-B
T2711	Protein	296474	296479	OCA-B
T2712	Protein	296557	296562	Oct-1
T2713	Protein	296566	296571	Oct-2
T2714	Protein	296677	296688	histone H2B
T2715	Protein	296723	296726	USF
T2716	Protein	296732	296735	Sp1
T2717	Protein	296798	296803	OCA-B
T2718	Protein	296870	296875	OCA-B
T2719	Protein	297057	297062	OCA-B
T2720	Protein	297101	297106	OCA-B
T2721	Protein	297139	297144	OCA-B
T2722	Protein	297246	297262	interferon-gamma
T2723	Protein	297340	297356	interferon-gamma
T2724	Protein	297367	297371	IFN-
T2725	Protein	297438	297448	IFN-gammaR
T2726	Protein	297595	297605	IFN-gammaR
T2727	Protein	297703	297712	IFN-gamma
T2728	Protein	297771	297781	IFN-gammaR
T2729	Protein	297783	297787	Jak1
T2730	Protein	297789	297793	Jak2
T2731	Protein	297799	297809	Stat1alpha
T2732	Protein	297901	297911	Stat1alpha
T2733	Protein	297960	297969	IFN-gamma
T2734	Protein	298088	298109	IFN-gammaRalpha chain
T2735	Protein	298119	298123	Jak1
T2736	Protein	298125	298129	Jak2
T2737	Protein	298135	298145	Stat1alpha
T2738	Protein	298160	298169	IFN-gamma
T2739	Protein	298207	298217	Stat1alpha
T2740	Protein	298256	298265	IFN-gamma
T2741	Protein	298378	298390	Interleukin-
T2742	Protein	298739	298752	interleukin-6
T2743	Protein	298754	298758	IL-6
T2744	Protein	298915	298919	IL-6
T2745	Protein	298938	298943	Stat3
T2746	Protein	299008	299012	IL-6
T2747	Protein	299295	299300	Stat3
T2748	Protein	299337	299341	IL-6
T2749	Protein	299385	299390	Stat3
T2750	Protein	299462	299466	IL-6
T2751	Protein	299672	299676	IL-6
T2752	Protein	299692	299697	Stat3
T2753	Protein	300477	300481	Sox6
T2754	Protein	301778	301786	terminal
T2755	Protein	301807	301841	chloramphenicol acetyl transferase
T2756	Protein	301843	301846	CAT
T2757	Protein	301952	301955	CAT
T2758	Protein	302133	302138	c-Myc
T2759	Protein	302264	302268	USF1
T2760	Protein	302273	302277	USF2
T2761	Protein	302432	302437	c-Myc
T2762	Protein	302443	302448	c-Myc
T2763	Protein	302550	302553	YY1
T2764	Protein	302780	302783	USF
T2765	Protein	302784	302789	c-Myc
T2766	Protein	302810	302813	YY1
T2767	Protein	302951	302954	YY1
T2768	Protein	303058	303063	c-Myc
T2769	Protein	303193	303195	YY
T2770	Protein	303246	303251	c-Myc
T2771	Protein	303256	303259	YY1
T2772	Protein	303418	303422	IL-2
T2773	Protein	303672	303676	IL-2
T2774	Protein	303722	303726	IL-2
T2775	Protein	303864	303868	IL-2
T2776	Protein	303999	304002	PHA
T2777	Protein	304030	304033	CD3
T2778	Protein	304101	304105	IL-2
T2779	Protein	304242	304246	IL-2
T2780	Protein	304481	304485	IL-2
T2781	Protein	304689	304693	IL-2
T2782	Protein	304989	304994	c-Fos
T2783	Protein	304995	305000	c-Jun
T2784	Protein	305182	305186	IL-2
T2785	Protein	305341	305345	IL-2
T2786	Protein	305466	305470	-Fos
T2787	Protein	305471	305476	c-Jun
T2788	Protein	305878	305905	tumor necrosis factor-alpha
T2789	Protein	305954	305977	glucocorticoid receptor
T2790	Protein	306090	306104	beta2 integrin
T2791	Protein	306512	306526	beta2 integrin
T2792	Protein	308083	308106	glucocorticoid receptor
T2793	Protein	308108	308110	GR
T2794	Protein	308242	308247	Serum
T2795	Protein	308258	308269	osteocalcin
T2796	Protein	308323	308330	insulin
T2797	Protein	308543	308545	GR
T2798	Protein	308636	308641	Serum
T2799	Protein	309140	309147	urinary
T2800	Protein	309402	309407	IL-17
T2801	Protein	309460	309465	IL-17
T2802	Protein	309646	309651	IL-17
T2803	Protein	309697	309700	CD3
T2804	Protein	309951	309963	IkappaBalpha
T2805	Protein	310431	310443	IkappaBalpha
T2806	Protein	310686	310703	type 1 interferon
T2807	Protein	310957	310969	IkappaBalpha
T2808	Protein	311020	311032	IkappaBalpha
T2809	Protein	311187	311192	c-Rel
T2810	Protein	311208	311209	p
T2811	Protein	311209	311212	100
T2812	Protein	311251	311254	p52
T2813	Protein	311259	311263	RelA
T2814	Protein	311264	311267	p65
T2815	Protein	311327	311331	p105
T2816	Protein	311332	311335	p50
T2817	Protein	311531	311543	IkappaBalpha
T2818	Protein	311692	311704	IkappaBalpha
T2819	Protein	311758	311770	IkappaBalpha
T2820	Protein	312005	312010	BRLF1
T2821	Protein	312015	312020	BZLF1
T2822	Protein	312391	312396	BZLF1
T2823	Protein	313378	313387	IFN-gamma
T2824	Protein	313392	313396	IL-2
T2825	Protein	313416	313425	IFN-gamma
T2826	Protein	313430	313434	IL-2
T2827	Protein	313462	313465	CD4
T2828	Protein	313731	313740	IFN-gamma
T2829	Protein	313745	313749	IL-2
T2830	Protein	313804	313814	L-selectin
T2831	Protein	313938	313941	Tax
T2832	Protein	313945	313955	L-selectin
T2833	Protein	314125	314135	L-selectin
T2834	Protein	314310	314320	L-selectin
T2835	Protein	314427	314437	L-selectin
T2836	Protein	314498	314501	Tax
T2837	Protein	314579	314589	L-selectin
T2838	Protein	314725	314735	L-selectin
T2839	Protein	314871	314881	L-selectin
T2840	Protein	315018	315028	L-selectin
T2841	Protein	315083	315086	Tax
T2842	Protein	315210	315243	Chloramphenicol acetyltransferase
T2843	Protein	315245	315248	CAT
T2844	Protein	315334	315344	L-selectin
T2845	Protein	315357	315360	Tax
T2846	Protein	315398	315408	L-selectin
T2847	Protein	315710	315720	L-selectin
T2848	Protein	315763	315766	Tax
T2849	Protein	315790	315800	L-selectin
T2850	Protein	316006	316010	CD14
T2851	Protein	316210	316214	CD14
T2852	Protein	316613	316618	ATF-1
T2853	Protein	316634	316639	ATF-1
T2854	Protein	316786	316791	ATF-1
T2855	Protein	316830	316835	c-Jun
T2856	Protein	316858	316862	JunB
T2857	Protein	316867	316872	c-Fos
T2858	Protein	316976	316981	c-Fos
T2859	Protein	317057	317061	CD14
T2860	Protein	317218	317221	E1A
T2861	Protein	317645	317648	E1A
T2862	Protein	317699	317702	E1A
T2863	Protein	317972	317975	E1A
T2864	Protein	318191	318192	E
T2865	Protein	318301	318305	Sox6
T2866	Protein	318381	318385	Sox6
T2867	Protein	318606	318610	Sox6
T2868	Protein	318704	318708	Sox6
T2869	Protein	318726	318730	p100
T2870	Protein	318996	319000	Sox6
T2871	Protein	319131	319135	Sox6
T2872	Protein	319227	319231	Sox6
T2873	Protein	319345	319349	Sox6
T2874	Protein	319522	319526	Sox6
T2875	Protein	319563	319567	Sox6
T2876	Protein	319736	319747	Beta-globin
T2877	Protein	320193	320198	beta-
T2878	Protein	320260	320264	Sox6
T2879	Protein	320455	320459	p100
T2880	Protein	320569	320573	Sox6
T2881	Protein	320686	320700	epsilon-globin
T2882	Protein	320816	320820	Sox6
T2883	Protein	320884	320898	epsilon-globin
T2884	Protein	321839	321857	vitamin D receptor
T2885	Protein	321859	321862	VDR
T2886	Protein	321966	321969	p21
T2887	Protein	321988	321991	VDR
T2888	Protein	322147	322150	VDR
T2889	Protein	322190	322197	DRIP205
T2890	Protein	322275	322278	VDR
T2891	Protein	322428	322431	VDR
T2892	Protein	322613	322616	VDR
T2893	Protein	322756	322769	Sox6 Directly
T2894	Protein	322802	322806	Sox6
T2895	Protein	322988	322992	Sox6
T2896	Protein	323116	323121	c-Myc
T2897	Protein	323129	323133	Sox6
T2898	Protein	323421	323425	Sox6
T2899	Protein	323555	323559	Sox6
T2900	Protein	323587	323591	Sox6
T2901	Protein	323787	323791	Sox6
T2902	Protein	323816	323821	c-Myc
T2903	Protein	323826	323830	Sox6
T2904	Protein	323894	323898	Sox6
T2905	Protein	323946	323955	c-Myc tag
T2906	Protein	323996	324000	Sox6
T2907	Protein	324256	324260	Sox6
T2908	Protein	324689	324692	Sox
